No.,user,created,location,description
2194,bts_magicshop7,2020-03-20 00:20:57,Peru,Borahae Bangtan💜  I do believe your galaxy💜
2195,jooncrumbs,2020-03-20 00:20:57,he/him,#OT7 : so show me!
2196,Nenengrohaeni9,2020-03-20 00:20:57,,Army💜💜💜
2197,Promise_lover95,2020-03-20 00:20:57,,💛박지민🐥
2198,h0bismile01,2020-03-20 00:20:57,arg wacho,"Directioner / Zquad / LiamG️ / Shawn, Tyler y Josh/ Bangtan biased"
2199,Alyoongi23,2020-03-20 00:20:57,,"Amo a los 7 por igual I LOVE YOU BANGTAN💜😘💜😘💜 Only Army.💜💜Tus comienzos seran humildes, pero tu futuro sera prospero. Fan account."
2200,fluttershykoo,2020-03-20 00:20:57,,jangan lupa bahwa kunci kesuksesan adalah key of success
2201,Cristinavielma5,2020-03-20 00:20:57,que te importa ctmaree ,
2202,inlovesmaze,2020-03-20 00:20:57,,euphoria.blossom on IG
2203,doong123,2020-03-20 00:20:57,,
2204,puurplecathh,2020-03-20 00:20:57,"Dallas, TX",learning how to love myself ✿｡･ | ☆i.stan.legends.☆ 04.05.19
2205,vijung01,2020-03-20 00:20:57,busan,FAN ACCOUNT OF @BTS_twt 💜
2206,aradalelee,2020-03-20 00:20:57,,"If you take music away from my life, there would be nothing left."
2207,Chinploop,2020-03-20 00:20:57,,#ARMYBTS💜
2208,AGGO_bts_lover,2020-03-20 00:20:57,태형아 사랑해,❤️메인트윗 봐주세요❤️
2209,MaryanJK17,2020-03-20 00:20:57,"Monterrey, Nuevo León",Fan account 🐥🐰                         🇲🇽
2210,MammaArmy,2020-03-20 00:20:57,Sverige🇸🇪,My 23 years old daughter introduced me to BTS a couple of years ago and I just felt in love💜Love all 7 ANGELS/KINGS!💜🇸🇪💜🇲🇽💜🤟🏼
2211,Vitria88307677,2020-03-20 00:20:57,"Maracanaú, Brasil",Sempre pense positivo😎✨
2212,mamia1323,2020-03-20 00:20:57,paradise 💜,"@BTS_twt ...... @TXT_members

#เมนน้องต้า"
2213,joelalmon,2020-03-20 00:20:57,,Joel almonst
2214,Lais67500574,2020-03-20 00:20:57,,Can I go now?
2215,Gianela37738224,2020-03-20 00:20:57,,
2216,im_ggukie,2020-03-20 00:20:56,-ˏˋMy timeˎˊ-,⇢ 𝐖𝐞 𝐀𝐫𝐞 𝐁𝐮𝐥𝐥𝐞𝐭𝐩𝐫𝐨𝐨𝐟: 𝐓𝐡𝐞 𝐄𝐭𝐞𝐫𝐧𝐚𝐥. ☆ﾟ.*･｡ﾟ
2217,ArmyforeverJun8,2020-03-20 00:20:56,En tu corazón❤,"Amo a BTS, son mi razon de vivir.💜🌙 Me encanta interactuar con tod@s mis mutuals. Pdta:no tengan miedo de escribirme,yo responderé gustosa."
2218,Jikookf51114002,2020-03-20 00:20:56,,사랑이란 무엇입니까?
2219,ame_ts07,2020-03-20 00:20:56,,"LA MÚSICA ES MI MEDICINA ♥️🖤💜💙💚💛❤️VRJSJJJ
💜Kim taehyung💜
BTS el mejor"
2220,JessenaVega,2020-03-20 00:20:56,,Tener mentalidad propia
2221,Jaewook1310,2020-03-20 00:20:56,,♡•BTS•♡🇸🇻❤I LOVE BANGTAN❤OT7❤
2222,woosancrosx,2020-03-20 00:20:56,𝙈𝙐𝙇𝙏𝙄💖8 MAKES 1 TEAM✊🏻,"#종호: 𝓓𝓮𝓮𝓹 𝓲𝓷 𝓶𝔂 𝓗𝓮𝓪𝓻𝓽, 𝓓𝓮𝓮𝓹 𝓲𝓷 𝓶𝔂 𝓢𝓸𝓾𝓵 피어나는 𝓕𝓵𝓪𝓼𝓱𝓲𝓷𝓰 𝓛𝓲𝓰𝓱𝓽⚡"
2223,otDMrsqXpLC8AnB,2020-03-20 00:20:56,,방탄만을 위한 투표계정~ 헤더 유알엠님~
2224,bbokki_bts_army,2020-03-20 00:20:56,뿌링삐요은하라워옴뇸소연가은해린은서옹헤단하찌 찜빵이 내꺼,/08지뢰는 bye/반모는 반모차에서만/내꺼 @PzQOKQBt6XWHQtp/울 언니 @SutaBts/#내_운명인걸_전못진즈/건들지 마라 @7_SENKI_
2225,Melmina7,2020-03-20 00:20:56,,
2226,anaa_kimm,2020-03-20 00:20:56,Indonesia,"BTS 💜
Fan Account @BTS_twt"
2227,motsseven_,2020-03-20 00:20:56,Jimin,02/21: mots: 7
2228,bts_on_7,2020-03-20 00:20:56,Map of the Soul : 7,a fan account.
2229,lCEBITCH,2020-03-20 00:20:56,DE,Fun times are bound to end.
2230,itsmygpx,2020-03-20 00:20:56,,"𝑺𝒆𝒑𝒕𝒆𝒎𝒃𝒆𝒓 30 , 2019
💗𝑻𝒉𝒆 𝒘𝒐𝒓𝒍𝒅 𝒐𝒇 𝑱𝒖𝒏𝒈𝒌𝒐𝒐𝒌💗 
     💗𝑻𝒉𝒆 𝒘𝒐𝒓𝒍𝒅 𝒐𝒇 𝑩𝑨𝑵𝑮𝑻𝑨𝑵💗
💜@BTS_twt💜"
2231,SUGAJINNIES,2020-03-20 00:20:56,[🏳️‍🌈 + 21 +they/them+ 💜],"#방탄소년단, i wish you eternal sunshine"
2232,BTSbora_0429,2020-03-20 00:20:56,대한민국 경상남도,
2233,The_Party__,2020-03-20 00:20:56,,รักผู้ชายทั้ง 7 คนแบบไม่มีเงื่อนไขใดๆ #BTS #ARMY 💜
2234,kangchanun02,2020-03-20 00:20:56,,‘ 𝐘𝐨𝐮 𝐠𝐢𝐯𝐞 𝐦𝐞 𝐭𝐡𝐞 𝐛𝐞𝐬𝐭 𝐨𝐟 𝐦𝐞 ‘ #방탄소년단 #정국 @BTS_twt #아포방포 💜🙇🏻‍♀️ ʀᴀᴛʜᴇʀ ʙᴇ ᴅᴇᴀᴅ ᴛʜᴀɴ ᴄᴏᴏʟ🧸 https://t.co/IsoE0a8QcT 🕊💨
2235,yumikook95,2020-03-20 00:20:56,,HEY NA NA NA
2236,Antastique_,2020-03-20 00:20:56,Dakar,Mohamed saws la prunelle de mes yeux Muslim and proud 🕋 #Talibei_Cheikh Analyste Programmeur 👩🏽‍💻 insta:@antastique_
2237,4FCSFKm9WoiIrf3,2020-03-20 00:20:55,,BTS FAN ACCOUNT
2238,POZOLEJJK,2020-03-20 00:20:55,Mexico,✰; this user loves 𝙟𝙞𝙠𝙤𝙤𝙠 24/7 –/ @btsjkmex 💖 | priv: @sadjikkoo
2239,aIuxSOMgWMJqO3,2020-03-20 00:20:55,,06년생 아미 입니다💜
2240,jjkpatience,2020-03-20 00:20:55,ⓑⓣⓢⓗⓔⓐⓡⓣ,࿐ ࿔*:･@BTS_twt you've shown me i have reasons i should love myself ˗ˏ'♡'ˎ˗ 
2241,Kiki_Tasashi,2020-03-20 00:20:55,,Currently watching all their videos from 2013 to present (I'm still on 2013 vids LOL from their bangtan y/t and bighit acct)
2242,memeyoingi,2020-03-20 00:20:55,,"YG Anti Also Anti evil people obviously. (Na**s, Homophobes transphobes etc.) and a InsomniARMY"
2243,IsadoraJKS,2020-03-20 00:20:55,,
2244,93MCMXCIII,2020-03-20 00:20:55,,
2245,sunmisluv,2020-03-20 00:20:55,ᴊɪᴍɪɴs ᴛʜɪᴄᴄ ᴅ ⌫ ,— ꒰‧⁺ ⌨︎ 𝘲𝘶𝘪𝘦𝘵 𝘨𝘪𝘳𝘭 𝘸𝘪𝘵𝘩 𝘢 𝘥𝘪𝘳𝘵𝘺 𝘮𝘪𝘯𝘥 ⁺ ☁️ *ೃ༄
2246,filterules,2020-03-20 00:20:55,,I don’t like Kpop. I like BTS
2247,PumpkinSaint,2020-03-20 00:20:55,"England, United Kingdom",May or may not be a BTS OT7. I can’t choose a bias as I’m horrible at making decisions. I purple you all and I’m proud of you. 😘😘💜💜 ~Fan Account~
2248,JmJiminions,2020-03-20 00:20:55,🌗,@BTS ~fan account~💫
2249,vantepurpleu,2020-03-20 00:20:55,#IPurpleU #VMultishiper【₂₆/₀₁】,"ッ #BTS; #EXO; #ATEEZ【#taekook and #woosan shipper ♡】❥; Taehyung Biased ╰Seonghwa love you ❀; ❝Todo saldrá bien, ya que el yo de hoy está bien.❞ ┊ fan account"
2250,Junn46285066,2020-03-20 00:20:55,,"Fan account @BTS_twt

V-ARMY🇻🇳🇻🇳

💜💜I love #방탄소년단 so much💜💜"
2251,yeong0225,2020-03-20 00:20:55,,#BTS
2252,LittleMsHyuk,2020-03-20 00:20:55,Chile,"~연꽃•°유성•°桜•°사랑~ 
°°FAN ACCOUNT°°
Multifandom💝️Love to Asian Eyes🇰🇷🇯🇵🇨🇳Ms.Lee de Eunhyuk💎FanGirl✨K-Little☯ Shipper💑Kawaii😍 Kpoper❤Jrocker💜Pandita🐼"
2253,fluttershykoo,2020-03-20 00:20:55,,jangan lupa bahwa kunci kesuksesan adalah key of success
2254,jshan0365_1,2020-03-20 00:20:55,,"풍경, BTS fan account,RT많은편,심야시간활동아미"
2255,flyingkisseujin,2020-03-20 00:20:54,i seoul u ,"𝒊 𝒑𝒖𝒓𝒑𝒍𝒆 𝒖 @BTS_twt 💜
#BTS"
2256,soraoorikuti1,2020-03-20 00:20:54,,Perth🐯🖤saint🐉♥️FOREVER😃特にPerth推し🤗✨
2257,i_S2_U_hope_,2020-03-20 00:20:54,#어설프즈_맨날_어설퍼,💜𝐅𝐎𝐑𝐄𝐕𝐄𝐑 𝐁𝐓𝐒💜
2258,MiliFig93,2020-03-20 00:20:54,Argentina,
2259,BFAF1306,2020-03-20 00:20:54,"Bình Thuận, Việt Nam",Fan account for @BTS_twt
2260,septlight,2020-03-20 00:20:54,방탄💜,"^Fan account of @BTS_twt °Passionku adalah rebahan, makan, tidur, bucinin Jungkook"
2261,A20Av,2020-03-20 00:20:54,Philippines,
2262,ulvseok,2020-03-20 00:20:54,,yo
2263,bantanboys_rt,2020-03-20 00:20:54,BTSがいるところ,"BTSのために生きてる

   BTS見て明日も頑張ろう




                          
                            フォロバ1000000％する







     


 リツイートする垢やけどなんか言っとる"
2264,aradalelee,2020-03-20 00:20:54,,"If you take music away from my life, there would be nothing left."
2265,praiparichaya1,2020-03-20 00:20:54,,🐢🐌🐱민슈가🐱🐌🐢 💜A.R.M.Y💜 #BTS #taegi #yoonmin #minv #ติ่งเกาหลี #ติ่งฝรั่ง
2266,JeonKeysa,2020-03-20 00:20:54,,Vminkook❤️💜
2267,jjksomniaa,2020-03-20 00:20:54,ot7 ; multi,#JIKOOK: no homo syndrome ; @ratmysgc & @pidge_iixxxi ♡
2268,twsamo_svtshua,2020-03-20 00:20:54,#ハッピーセット無限回収してます ,じょしゅあほーーん の涙袋には夢と希望が詰まってる♡｜ももりんの供給が来ると引きずりまくるキモオタでっすぅぅぅんンンン
2269,ayahbtsfan,2020-03-20 00:20:54,,#fan account     #ot7 {🐰🐯}     [everyone is fighting on a battle u know nothing about so pls be kind ]
2270,bts_k00ke,2020-03-20 00:20:54,,l fuc*ing love myself 🤧
2271,Dinnie_lalala,2020-03-20 00:20:54,Philippines 🇵🇭,"Taehyung💜
ARMY & VIP"
2272,Lucianarynlds,2020-03-20 00:20:54,,
2273,AilenMo48865681,2020-03-20 00:20:54,,A.R.M.Y 💜
2274,ddxenguinho,2020-03-20 00:20:54,,"#JIN: hello, do you know bts? ツ"
2275,ilovevmin5,2020-03-20 00:20:54,,💜 ชิปวีมิน /kk1995 Thailand 🇹🇭
2276,classicalc1,2020-03-20 00:20:54,,
2277,Clock7Zeroo,2020-03-20 00:20:54,,Here for BTS only💜💜
2278,bts_mentan,2020-03-20 00:20:54,神 奈 川 県  横 浜 市 ,방탄소년단♡김석진【@BTS_twt】___☡✍.3姉妹の엄마𝑨𝑹𝑴𝒀 ➿お気軽に声かけて下さい🙋🏻‍♀️💓無言フォロー迷惑ですので🙅🏻‍♀️( ᐪᐤᐪ )ブロックします！必ず一言下さい🙏
2279,myloveseokjin04,2020-03-20 00:20:54,대한민국 과천시 💜,"~𝚈𝚘𝚞'𝚟𝚎 𝚜𝚑𝚘𝚠𝚗 𝚖𝚎 𝙸 𝚑𝚊𝚟𝚎 𝚛𝚎𝚊𝚜𝚘𝚗𝚜 𝙸 𝚜𝚑𝚘𝚞𝚕𝚍 𝙻𝚘𝚟𝚎 𝙼𝚢𝚜𝚎𝚕𝚏~✧*。
𝖬𝗈𝗇𝖻𝖾𝖻𝖾 ♡"
2280,YngiInterlude,2020-03-20 00:20:54,,〘𝚆𝚎 𝚊𝚛𝚎 𝚋𝚞𝚕𝚕𝚎𝚝𝚙𝚛𝚘𝚘𝚏 𝚝𝚘𝚐𝚎𝚝𝚑𝚎𝚛〙
2281,TaeTae4me,2020-03-20 00:20:54,Seoul town road,let’s meet someday @BTS_twt💜 we are together bulletproof✨
2282,Alexand87867931,2020-03-20 00:20:53,"Belém, Brasil",Me apaixonei pelos bts quando minha irmã estava de férias em minha casa e me mostrou oque praticamente perdi em anos então agradeço a ela por me mostra a perda
2283,Mima6329,2020-03-20 00:20:53,,"จะไม่มีผัวจนกว่าจะเลิกติ่งบังทัน และใช่ค่ะชาตินี้คงไม่มีผัวเพราะจะไม่เลิกติ่งคร่ะ
ปล.รักลูคัสเหมือนเดิมนะ"
2284,yoogieplanet,2020-03-20 00:20:53,,𝘉𝘛𝘚 𝘢𝘳𝘦 𝘵𝘩𝘦 𝘮𝘰𝘴𝘵 𝘣𝘦𝘢𝘶𝘵𝘪𝘧𝘶𝘭 𝘵𝘩𝘪𝘯𝘨 𝘪𝘯 𝘵𝘩𝘪𝘴 𝘤𝘳𝘶𝘦𝘭 𝘸𝘰𝘳𝘭𝘥
2285,Perolcv,2020-03-20 00:20:53,Peru,"Bantanglegend 💜
♡ Love is mutual ♡ 🥴              fan account"
2286,K_Yoongi0309,2020-03-20 00:20:53,,army&once 同ペンさんも他ペンさん全然大丈夫です!! ぜひ絡んでください🙇‍♀️
2287,4FCSFKm9WoiIrf3,2020-03-20 00:20:53,,BTS FAN ACCOUNT
2288,d3eihoney,2020-03-20 00:20:53,,✨
2289,ohh_mmymy_bts,2020-03-20 00:20:53,방탄보유국,"탄덕계 (따로만든)_ 조용히 덕질즁💜








































홈마님들 따라다니면서 짤줍중"
2290,yoongiyaily,2020-03-20 00:20:53,1996,•𝙐𝙂𝙃— she/her—muslim—hijabi•
2291,hobistree,2020-03-20 00:20:53,,"im so lovely, you're so lovely, we're so lovely. lovely lovely lovely. || hoseok and namjoon biased, but ot7 is the move || 《fan account 》"
2292,aIuxSOMgWMJqO3,2020-03-20 00:20:53,,06년생 아미 입니다💜
2293,euphoricjigguk,2020-03-20 00:20:53,jikook land 🔞,"#PARK - #JEON: call me ' Jimin-ssi ' again, you won't be gettin' sumn tonight 😤

{ @BTS_twt matters }"
2294,BrraHopeworld,2020-03-20 00:20:53,Sweden,💗💖🌸💖💗
2295,errthings,2020-03-20 00:20:53,"""𝒑𝒍𝒆𝒂𝒔𝒆 𝒍𝒐𝒗𝒆 𝒕𝒉𝒆 7 𝒐𝒇 𝒖𝒔 𝒘𝒊𝒕𝒉𝒐𝒖𝒕 𝒍𝒆𝒂𝒗𝒊𝒏𝒈 𝒂𝒏𝒚 𝒎𝒆𝒎𝒃𝒆𝒓 𝒃𝒆𝒉𝒊𝒏𝒅."" ㅡ 🐯 𝒐𝒇 𝑩𝑻𝑺💜",@BTS_twt ❁  𝒑𝒂𝒓𝒌 𝒋𝒊𝒎𝒊𝒏 ✧ 𝟏𝟗𝟗𝟓 's 𝒍𝒐𝒗𝒆 𝒃𝒐𝒕 ┌💛┘ 𝒃𝒆𝒊𝒏𝒈 𝒍𝒐𝒖𝒅 𝒇𝒐𝒓 𝒗𝒎𝒊𝒏 24/7 👀
2296,greyspjm,2020-03-20 00:20:53,,"🥚ᶻᶻᶻ [+92, -01] 𝒑𝒂𝒓𝒌 𝒋𝒊𝒎𝒊𝒏, 𝒚𝒐𝒖 𝒔𝒂𝒗𝒆𝒅 𝒎𝒆, 𝒎𝒚 𝒂𝒏𝒈𝒆𝒍, 𝒎𝒚 𝒘𝒐𝒓𝒍𝒅   ˚ ༘♡ ·˚ ♡ ↳ @BTS_twt ˘³˘"
2297,BTSLegenddary,2020-03-20 00:20:53,BrasilHope,"BTS e ARMY Juntos e Shalow Now
Mr Lindo Tá Bom
Army hoje, Army amanhã, Army 4ever 
❤ Only Army💜💜💜💜💜💜💜
#방탄소년단 #BTS @BTS_twt"
2298,chicagoalice72,2020-03-20 00:20:53,United States,"일곱개의 보라하트
💜💜💜💜💜💜💜
내 생애 첨이자 마지막 
아티스트는 BTS💜
A.R.M.Y- 
Adorable Representative M.C for Youth💜
Fan account for BTS💜
Maenadas💖Ariadne💍"
2299,Kamilita_225,2020-03-20 00:20:53,Corea del Sur,Hay que amar a los 7 por igual siempre
2300,MoonWorld__94,2020-03-20 00:20:53,⊹ 𝟭𝟯𝟬𝟲𝟭𝟯’❒⁷,⌕ ˒ 𝗯𝗮𝗻𝗴.𝘁𝗮𝗻 is my home! 🏡 ‹ ❏ 𝚖𝚘𝚘𝚗-𝐖𝐨҉ 𝐫𝐥𝐝⋅• ₊° . @vmin_94; @kim_forever95; @HopeAgustDMono; @yooniecats; @LittaC2 | 2° acc @hobfelicity ⌕ ˒
2301,doll_suejx,2020-03-20 00:20:53,Nicaragua,"⟦?𝚔-𝚙𝚘𝚙 𝚎𝚗𝚝𝚑𝚞𝚜𝚒𝚊𝚜𝚝¿⟧ ⟦𝓶𝓮𝓵𝓪𝓷𝓲𝓮 𝓶𝓪𝓻𝓽𝓲𝓷𝓮𝔃, 𝓫𝓲𝓵𝓵𝓲𝓮 𝓮𝓲𝓵𝓵𝓲𝓼𝓱 ⟧ ⟦ταυяο⟧"
2302,AkiBorahae,2020-03-20 00:20:53,"Hồ Chí Minh, Việt Nam",V-ARMY. I love Bangtan Boys 💜
2303,stefanny_7soft,2020-03-20 00:20:53,México 🇲🇽,"~ Shine, Dream, Smile ~

@BTS_twt 😍💜"
2304,_chitamiya,2020-03-20 00:20:52,ศาสนากุกวี🎡,🧺✨
2305,christinexlzr,2020-03-20 00:20:52,,— 10.5
2306,OT7_Iam,2020-03-20 00:20:52,Brazil,“The Genre Is BTS” OT7 / English and Portuguese deal with it
2307,TanniaS5,2020-03-20 00:20:52,,
2308,rkivelysh,2020-03-20 00:20:52,,@BTS_twt 'ꜱ ʙᴀʙʏ. ᴀᴅᴅɪᴄᴛᴇᴅ ᴛᴏ ᴅɪᴍᴘʟᴇꜱ! ɴᴀᴍᴊᴏᴏɴ ᴀɴᴅ ꜱᴏᴏʙɪɴ ᴇɴᴛʜᴜꜱɪᴀꜱᴛ 🐨🐰.⁽ᴷᵈⁿᵍ ᵒˡᵉⁿᵍ ᵏᵉ ʲⁱᵐⁱⁿ⁾. || fan account. tag me if u need a help for rt deals / anything
2309,kimtannqis,2020-03-20 00:20:52,HopeWorld,"""I was just a little Korean boy, but now I became someone's love, someone's pride"" 🐯🇬🇧•140319/240419•"
2310,sobu_sen,2020-03-20 00:20:52,블랙페앙/검측죄 처돌이,"嵐 💙❤💚💛💜 :: 20⬆️ :: FUB FREE :: 세라토카 닌른 :: #센썰 :: 꾸금계 @adultsen
:: ❤텐션즈 @ninnininininnig 💚my💛lover💜 @BDG_0830 💙"
2311,Nad_kookie,2020-03-20 00:20:52,,FAN ACCOUNT | @BTS_twt 👑 | ARMY💜
2312,bae_238,2020-03-20 00:20:52,,https://t.co/2y4jh1yddq♥♥
2313,ngocvan_0109,2020-03-20 00:20:52,,"I am ARMY. My name is Ngoc Van.
Fan account @BTS_twt"
2314,Gissel52299959,2020-03-20 00:20:52,,BTS!!💜🎻 :'3
2315,Numin95,2020-03-20 00:20:52,181230 (191011),‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏هذه الصفحة تستخدم كـ مخرج طوارئ 🚪🌈
2316,Estefan39958362,2020-03-20 00:20:52,,"Suga biased 😍😍  

A.R.M.Y 💜"
2317,ManuelaBSV006,2020-03-20 00:20:52,em algum canto ,Armyyyy ❤🇧🇷OT7 ‏‏‏‏‏مانويلا/曼努埃拉
2318,Kiki_Tasashi,2020-03-20 00:20:52,,Currently watching all their videos from 2013 to present (I'm still on 2013 vids LOL from their bangtan y/t and bighit acct)
2319,Melmina7,2020-03-20 00:20:52,,
2320,satirejay_,2020-03-20 00:20:52,,#stopwhitepeople2020
2321,bts_MG_army_,2020-03-20 00:20:51,💮맵솔_빵오즈💮,에스크 - https://t.co/M3F35fBUYC
2322,Rsrm6Vr0mbtsV9t,2020-03-20 00:20:51,,네 방탄만 바라봅니다 ✨💜💜
2323,danijean29,2020-03-20 00:20:51,,
2324,Nina1709P,2020-03-20 00:20:51,☀️,"❀ ｡･:*:･ﾟ★,｡･:*:･ﾟ☆❁｡･:*:★,｡･:*:･"
2325,little_starmy,2020-03-20 00:20:51,Indonesia,"Dear, @BTS_twt.
You've shown me, I have reasons.
I should love myself :)"
2326,winxlove23_2,2020-03-20 00:20:51,en mi cama llorando por nam,"Hola que tal ♡
Espero que te guste mi cuenta Y ANDA A LEER MI AU


acc suspendida @winxlove23 
la secundaria @winxlove23_3
soulmate♡: @micielobangtan"
2327,bts_yoonmin_97,2020-03-20 00:20:51,,💜BTS💜The Untamed💜Wang Yibo💜Xiao Zhan💜Wangxian💜EXO💜SHINee💜GOT7 💜NCT💜MAMAMOO💜The Rose💜Day6💜Super M💜ATEEZ💜TXT💜MONSTA X💜
2328,bts_0901_suga,2020-03-20 00:20:51,ㅠㅠㅠ,
2329,Cristinavielma5,2020-03-20 00:20:51,que te importa ctmaree ,
2330,wytttorinha,2020-03-20 00:20:51,AQUI ,viciada em bbb e tentando dar conta dos assuntos do enem | la rosália 🌻🐮🪐
2331,monac130613,2020-03-20 00:20:51,United States,Better Together + Happy Together🦋 💛💗 BTS Fan account.
2332,taetaeran0530,2020-03-20 00:20:51,대한민국🇰🇷,"fan account BTS&V💜I purple You💜
🐻곰돌이의 모들걸 사랑해🙆💜
THE SHADOW LIKE ME"
2333,Kkk35861185,2020-03-20 00:20:51,,อ่านได้อ่านแล้วเสือกชีวิตกูก็อย่าอ่านเหอะ ไอควาย🖕
2334,memeyoingi,2020-03-20 00:20:51,,"YG Anti Also Anti evil people obviously. (Na**s, Homophobes transphobes etc.) and a InsomniARMY"
2335,Always4Bangtan,2020-03-20 00:20:51,,"You're the only one ever.

~ RM"
2336,Jennie14_jk,2020-03-20 00:20:51,Taekook ♡,"-ᴍɪᴋʀᴏᴋᴏsᴍᴏs💫; ᴍᴜʟᴛɪғᴀɴᴅᴏᴍ ᴋᴘᴏᴘ
~тαєкσσк & ѕσρє ѕнιρρєя
~𝙵𝙾𝚁 𝙼𝙴 |𝘋𝘢𝘺6💚


•Hablenme unu"
2337,ffebruaryeight,2020-03-20 00:20:51,,⁷
2338,arabellaRuby63,2020-03-20 00:20:51,,"ARMY💜
Indonesia🙆"
2339,Nathallychan,2020-03-20 00:20:50,"Mato Grosso, Brasil ",❃◦۪۪̥   ɴᴀ̃ᴏ ᴘᴏᴅᴇᴍᴏs ᴠᴏʟᴛᴀʀ ᴀᴏs ᴅɪᴀs ᴘᴀssᴀᴅᴏs   ◦۪۪̥❃
2340,AfsanaBTS,2020-03-20 00:20:50,,"BTS - ARMY! 
OT7 💜
Bias MiniMoni and bias wrecker rest of them 💜
🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧"
2341,Persona_s_Queen,2020-03-20 00:20:50,,bangtan! bangtan! bangtan! 🌻 biased by fairy Jimin🦄🌹 (ot7)
2342,taeparkjim,2020-03-20 00:20:50,𝓿𝓶𝓲𝓷 🐯🐥95z love | clara ,.•*:｡✩.•* @BTS_twt 19.10.18| 07&08.06.19 ✨
2343,E668S0Evdz4gxXm,2020-03-20 00:20:50,,슬픈 기억은 모두 지워~~
2344,aIuxSOMgWMJqO3,2020-03-20 00:20:50,,06년생 아미 입니다💜
2345,chubbyoongi,2020-03-20 00:20:50,,#𝐉𝐈𝐌𝐈𝐍: 𝖨 𝗉𝗎𝗍 𝗍𝗁𝖾 𝖻𝗂 𝗂𝗇 𝖻𝗂𝗍𝖼𝗁.
2346,Betsa03Hope,2020-03-20 00:20:50,"Bogotá, D.C., Colombia","Bangtan 💜💜💜💜💜💜💜 7 maravillosos chicos que me han enseñado el amor propio, que siendo como soy está bien, que me han ayudado a fortalecerme más, gracias"
2347,4FCSFKm9WoiIrf3,2020-03-20 00:20:50,,BTS FAN ACCOUNT
2348,rapmani1,2020-03-20 00:20:50,,"BTS ARMY for life
(Teamwork makes the Dream work)
#LoveYourself #LoveOT7"
2349,sin_sugarboy,2020-03-20 00:20:50,SEXY BOYS,대구즈 인생 수직 배팅
2350,btsinnerchild99,2020-03-20 00:20:50,"Berlin, Deutschland",BTS💜ARMY ||| 20 years old 🇸🇾🇵🇸💜👩‍🔬👩‍⚕️OT7∞💜
2351,jiminsyonce,2020-03-20 00:20:50,vmin,fan account // bey + bts // check out @VMINarkive
2352,SaraCabdulla,2020-03-20 00:20:50,,"ÇUKUR.
WE ALL GONNA DIE.
BTS ARMY."
2353,i7lrv,2020-03-20 00:20:50,في رحلة بحث عن السلام,­ ­ ­ ­ ­ ­ ­­ ♡ أحاول أكون شخص لطيف ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ #Yoongi stan 💞
2354,ngocvan_0109,2020-03-20 00:20:50,,"I am ARMY. My name is Ngoc Van.
Fan account @BTS_twt"
2355,demonguinho,2020-03-20 00:20:50,district 9 🏳️‍🌈,↬ BTS ⋆ NCT ⋆ SKZ ⋆ DEAN ⋆ Chase Atlantic ⋆ Keshi ⋆ Lil Xan ⋆ Billie Eilish ⋆ Melanie Martinez ⋆ Halsey ⋆ The Neighbourhood ⋆ Sleeping At Last ⋆ Otome
2356,JeonKeysa,2020-03-20 00:20:50,,Vminkook❤️💜
2357,FifiMin1,2020-03-20 00:20:50,Algeria,"👘min fifi👘
min yungi
suga
bangtan soniondan
bts
#btstourinalgeria
#btstour2020
#7comming"
2358,Mima6329,2020-03-20 00:20:49,,"จะไม่มีผัวจนกว่าจะเลิกติ่งบังทัน และใช่ค่ะชาตินี้คงไม่มีผัวเพราะจะไม่เลิกติ่งคร่ะ
ปล.รักลูคัสเหมือนเดิมนะ"
2359,wuzooin02,2020-03-20 00:20:49,,"7명 다 소즁해~~
탄이들 만을 위한 트윗을 다시 만들었지 .. 
너흰 나의 자부심!!!"
2360,itsmyonlyhope_,2020-03-20 00:20:49,"Johore, Malaysia","𝙱𝚎𝚢𝚘𝚗𝚍 𝚃𝚑𝚎 𝚂𝚌𝚎𝚗𝚎 𝚡 𝚃𝚘𝚖𝚘𝚛𝚛𝚘𝚠 𝙱𝚢 𝚃𝚘𝚐𝚎𝚝𝚑𝚎𝚛 ✨

- 𝙼𝚄𝙻𝚃𝙸𝙵𝙰𝙽𝙳𝙾𝙼 🌸"
2361,mykookachu,2020-03-20 00:20:49,"Busan, Republic of Korea",Koo
